username,profile_pic,biography,follows_count,followed_by_count,ff_ratio,media_count,is_private,is_verified,is_business_account,is_joined_recently,highlight_reel_count,average_likes,max_likes,min_likes,std_likes,var_likes,skw_likes,average_comments,max_comments,min_comments,std_comments,var_comments,skw_comments,mean_time_between_posts,max_time_between_posts,min_time_between_posts,std_time_between_posts,var_time_between_posts,skw_time_between_posts,real_account
treasuresofnyc,True,True,265,137124,515.5037593984962,9041,False,False,True,False,2,1384.0,4049.0,370.0,1064.4170157101648,1132983.583333333,1.1859771636274576,3.44,15.0,0.0,4.203966381089808,17.673333333333336,1.5150465171309933,11557.458333333336,48386.0,5634.0,12000.586315311091,144014071.91123188,2.310047600190961,True
claudia_attanasi,True,True,779,2386,3.0589743589743588,683,False,False,False,False,13,152.68,274.0,53.0,61.53164497503161,3786.143333333333,0.05474616087699597,13.88,57.0,0.0,13.004230081015944,169.11,1.599171423905877,768081.9583333335,3083599.0,63615.0,678195.6929486073,459949397934.0416,1.6598768620905124,True
giuseppe.scialpi,True,True,4577,1697,0.3706858890345129,629,False,False,False,False,9,41.8,67.0,26.0,11.718930554164634,137.33333333333334,0.8668681983185019,1.2,5.0,0.0,1.4719601443879744,2.1666666666666665,1.1680706055127423,309375.54166666674,849006.0,33635.0,234290.7739893313,54892166776.51993,0.9682940977787894,True
alicetaglioli,True,False,335,544,1.619047619047619,182,False,False,False,False,1,67.12,132.0,27.0,21.463767920226246,460.69333333333327,0.9415118293945388,1.32,5.0,0.0,1.7009801096230763,2.893333333333333,1.2487588549319593,1501074.083333333,13815346.0,63.0,3274101.5449100574,10719740926382.426,2.832821726761418,True
ocasio2018,True,True,1133,4169118,3676.470899470899,413,False,True,True,False,8,324877.44,725702.0,63575.0,199579.6780041913,39832047872.25667,0.3081062235840856,6911.24,18892.0,1726.0,5353.705253373592,28662159.94,1.0244346348984599,719902.9583333335,2658995.0,1070.0,688749.0453793103,474375247510.9112,1.1979474105674512,True
chiarabelli_,True,True,370,536,1.4447439353099731,28,False,False,False,False,2,76.88,160.0,21.0,45.98760702624132,2114.86,0.5027447098613457,3.52,16.0,0.0,4.331281565541543,18.76,1.5371780054471782,5918000.708333332,18149984.0,353652.0,4913989.959061307,24147297317755.35,1.0441325127005834,True
cecyjaime,True,True,1035,659,0.6361003861003861,187,False,False,False,False,1,104.12,187.0,53.0,30.49497226319993,929.9433333333333,0.8405275828105568,9.52,38.0,0.0,9.613878856458856,92.42666666666666,1.3564490582890911,2192021.625,8496096.0,131566.0,2339440.576059766,5472982208914.854,1.3656535331577755,True
lorenzozanola_,True,True,282,20002,70.67844522968198,156,False,False,False,False,0,2034.56,6153.0,974.0,1200.757645544401,1441818.923333333,1.8974627660560903,56.12,173.0,9.0,39.282438824492544,1543.11,1.3024240668435032,622372.8333333335,1657809.0,93142.0,409561.0441258412,167740248865.44928,1.2381918820044224,True
mmmashi,True,True,990,1958,1.975782038345106,659,False,False,True,False,2,107.84,203.0,44.0,40.58497258838547,1647.14,0.647495157198926,3.88,10.0,1.0,2.5219040425836985,6.36,1.044615908726533,544266.4583333335,2761149.0,23238.0,564882.4366687884,319092167256.8677,2.6748796462933484,True
alicemarianelli,True,False,1216,510,0.41906327033689394,19,False,False,False,False,0,41.26315789473684,68.0,22.0,13.194452139117484,174.093567251462,0.7283660068364441,1.5263157894736843,5.0,0.0,1.6113631583445662,2.5964912280701755,0.6471214126962248,2965349.666666666,7450912.0,76257.0,2505852.4001756134,6279296251465.883,0.4902121469345833,True
marcellochiodino,True,True,855,20308,23.72429906542056,569,False,False,False,False,8,963.04,1917.0,406.0,353.8578433966574,125215.37333333337,1.0546264311243403,39.84,107.0,13.0,21.62691224685885,467.72333333333336,1.5785272683007616,222938.25,715857.0,62777.0,170846.9432397594,29188678014.369564,1.2732224754430244,True
myvintagemap,True,True,995,1893,1.9006024096385543,255,False,False,True,False,37,296.88,401.0,146.0,80.24043037438587,6438.526666666668,-0.6600196887425335,53.92,87.0,27.0,14.605706647289155,213.32666666666668,0.2548829498818044,323246.5,1476676.0,78705.0,376506.2894137187,141756985968.08694,2.4638122578988555,True
_silvii_a,True,True,1601,1309,0.8171036204744069,360,False,False,True,False,19,249.28,418.0,101.0,95.0089995737246,9026.71,0.1680180282477944,6.44,23.0,0.0,6.801225379787576,46.25666666666666,1.0423851280411127,553743.1666666665,2775822.0,51941.0,657767.9252724895,432658643517.2754,2.062350694512856,True
carlottavagnoli,True,True,1682,32584,19.360665478312534,650,False,False,False,False,19,3111.64,6229.0,609.0,1571.719437431503,2470301.99,0.5053759137671235,27.64,89.0,2.0,27.50739294565493,756.6566666666665,1.1651159747317408,127487.41666666669,428899.0,13895.0,113282.82885650359,12832999313.731882,1.3401570892070869,True
gymaesthetic,True,True,114,1277379,11107.643478260869,5187,False,False,True,False,0,5913.52,16966.0,1846.0,3638.0884073919924,13235687.26,1.2835132162702914,48.96,262.0,5.0,53.47310850636358,2859.373333333333,2.65218991370283,30632.75,67482.0,12451.0,15314.40850750634,234531107.93478262,0.6305218607880592,True
flowbox.it,True,True,3,778,194.5,64,False,False,False,False,0,36.4,96.0,13.0,18.334848422244093,336.1666666666667,1.480070763464196,1.24,8.0,0.0,1.9638397762207247,3.8566666666666665,1.9820904539508128,877598.875,6483458.0,4261.0,1503133.8717310438,2259411436345.1577,2.7994559991688384,True
_theundercovertimetravellers,True,True,1450,1985,1.3680220537560304,95,False,False,True,False,6,137.04,510.0,47.0,95.46311678688616,9113.206666666667,2.5987999011945107,5.4,21.0,0.0,5.986094998689324,35.833333333333336,1.3398809720573392,494828.29166666674,2109997.0,557.0,494526.30478613864,244556266125.4329,1.863650440374322,True
daniela__marchi,True,True,374,350,0.9333333333333332,33,False,False,False,False,0,36.92,81.0,8.0,21.54630672141593,464.2433333333333,0.6445844413205895,2.76,14.0,0.0,3.8436094147732205,14.773333333333332,1.665319956806555,4717266.875,30839076.0,335149.0,6936322.2499439875,48112566355068.02,2.665383102607946,True
derya_sahin_25,True,True,2152,3981,1.8490478402229449,474,False,False,True,False,24,419.6,585.0,239.0,76.4929190622679,5851.166666666668,-0.2663339955638587,71.08,94.0,27.0,15.882170296698536,252.2433333333333,-0.6372761082153637,93552.16666666669,143888.0,85034.0,15880.348508569426,252185468.7536232,2.4567580827771467,True
auroraleone,True,True,354,30605,86.21126760563381,167,False,False,False,False,9,3470.8,4984.0,1627.0,968.9828859857812,938927.8333333335,-0.004522483781729429,22.0,61.0,3.0,14.020817855365404,196.58333333333331,1.080974950417084,546397.6666666665,1981108.0,76350.0,450984.5092646384,203387027596.6667,1.509442691392359,True
_someonelikeu,True,True,1666,10572,6.341931613677263,1079,False,False,True,False,16,603.76,1626.0,50.0,302.80800848062125,91692.69,1.3722329251761551,33.16,131.0,5.0,24.388658566363727,594.8066666666666,2.6860240291739528,1108880.416666667,8644637.0,102850.0,1772925.5628532746,3143265051418.6016,3.4252363233143805,True
piccione_felice91,True,True,809,9133,11.27530864197531,179,False,False,True,False,3,376.48,718.0,188.0,133.70213162100296,17876.26,0.6990184994471155,6.0,17.0,0.0,4.949747468305833,24.5,0.7911213601140644,680588.9166666665,4521562.0,79384.0,940447.7575680049,884441984714.6885,3.023163005682534,True
