username,profile_pic,biography,follows_count,followed_by_count,ff_ratio,media_count,is_private,is_verified,is_business_account,is_joined_recently,highlight_reel_count,recently_removed,average_likes,max_likes,min_likes,std_likes,var_likes,skw_likes,average_comments,max_comments,min_comments,std_comments,var_comments,skw_comments,mean_time_between_posts,max_time_between_posts,min_time_between_posts,std_time_between_posts,var_time_between_posts,skw_time_between_posts,real_account
carlocovello27,True,36,581,678,1.1669535283993115,72,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
la.malevisione,True,28,3,1883,627.6666666666666,110,False,False,True,False,2,False,454.24,641.0,232.0,107.71887794934862,11603.356666666667,-0.10150813779750253,6.0,22.0,0.0,6.4485140407177015,41.583333333333336,1.2227243764258016,205358.625,1935923.0,51.0,407117.33562993666,165744524970.4185,3.4262574382691784,True
marcofarabbi,True,0,470,480,1.0212765957446808,18,False,False,False,False,0,False,30.526315789473685,79.0,2.0,23.21964786088768,539.1520467836258,0.562283920829827,0.8421052631578947,8.0,0.0,1.8637822325921867,3.473684210526316,3.1975779530852178,13471111.666666666,94592948.0,224.0,22946736.607063532,526552720913949.56,2.644488861354055,True
lorenzocastellacci,True,0,658,482,0.7325227963525835,40,False,False,False,False,0,False,31.0,70.0,6.0,16.38342658501776,268.4166666666667,0.5491750424790997,1.12,5.0,0.0,1.2688577540449522,1.61,1.2707917471510055,3350629.75,16236407.0,36835.0,4635633.226069451,21489095406639.066,1.715386118107137,True
lacaffetteriagaeta_,True,113,1877,3426,1.825253063399041,605,False,False,True,False,6,False,12.88,23.0,3.0,4.815945736128402,23.193333333333335,-0.05047099305424111,0.16,2.0,0.0,0.47258156262526085,0.22333333333333333,2.951335561426469,100764.33333333333,265319.0,60637.0,43551.66636523115,1896747643.188406,2.671698636703411,True
wholefooders,True,150,237,255,1.0759493670886076,244,False,False,True,False,10,False,17.24,27.0,11.0,4.728283691432512,22.356666666666666,0.6192622926825884,3.48,8.0,1.0,2.238302928559939,5.01,0.4478248658802082,290995.0,1153844.0,29020.0,314097.96192229446,98657529683.73914,1.7340688380694325,True
ilcarriero,True,141,1209,11167,9.236559139784946,1374,False,False,False,False,10,False,154.08,381.0,30.0,103.0084624355365,10610.743333333334,0.8122634368810925,2.84,18.0,0.0,4.18011164125234,17.473333333333333,2.315731718558867,362150.9166666667,1305836.0,23293.0,326257.9074346627,106444222163.64491,1.333407748502459,True
ginomonteleoneolav,True,17,7490,772,0.10307076101468625,59,False,False,False,False,3,False,40.76,81.0,13.0,17.26093856080833,297.94,0.369735619359045,1.0,7.0,0.0,1.6583123951777,2.75,2.1261257532793834,619475.7083333334,4112803.0,135.0,954108.978876854,910323943573.433,2.2972095588348034,True
ntoniodura,True,54,347,426,1.2276657060518732,47,False,False,True,False,6,False,26.08,44.0,9.0,9.100915704843478,82.82666666666667,-0.005816114418795963,1.8,11.0,0.0,2.9154759474226504,8.5,1.8903781134378133,2504911.0833333335,8775662.0,93589.0,2238765.1513564913,5012069402928.254,1.0670235776808972,True
_angelaizzo_,True,113,1010,2342,2.3188118811881187,500,False,False,True,False,21,False,211.64,371.0,61.0,80.59822165118368,6496.073333333334,0.02876192055838623,2.52,8.0,0.0,2.4172987679087856,5.843333333333334,0.5982500551034521,176837.41666666666,413071.0,89101.0,75503.15322117733,5700726146.34058,1.6156106202106382,True
martonabertoli,True,0,597,208,0.34840871021775544,184,True,False,False,False,0,False,,,,,,,,,,,,,,,,,,,True
dario.slim,True,146,508,636,1.2519685039370079,150,False,False,True,False,3,False,44.96,109.0,15.0,20.511135187177395,420.7066666666666,1.1408209299051448,2.32,12.0,0.0,3.3754012107204874,11.393333333333333,1.728011169991032,492257.4583333333,5528582.0,29.0,1208365.8195445824,1460147953843.6504,3.4338156396310344,True
